date,sku,warehouse,quantity,status,lead_time_days
2024-06-21,SKU-005,WH-WEST,14,DELIVERED,5
2024-06-21,SKU-006,WH-EAST,21,DELIVERED,3
2024-06-21,SKU-008,WH-NORTH,20,DELIVERED,8
2024-06-21,SKU-009,WH-WEST,50,DELIVERED,9
2024-06-22,SKU-004,WH-SOUTH,88,DELIVERED,5
2024-06-22,SKU-005,WH-NORTH,62,DELIVERED,7
2024-06-22,SKU-006,WH-SOUTH,41,DELIVERED,7
2024-06-22,SKU-007,WH-NORTH,84,DELIVERED,8
2024-06-23,SKU-001,WH-EAST,67,DELIVERED,3
2024-06-23,SKU-002,WH-SOUTH,11,DELIVERED,6
2024-06-23,SKU-003,WH-SOUTH,34,DELIVERED,8
2024-06-23,SKU-004,WH-SOUTH,77,DELIVERED,8
2024-06-23,SKU-006,WH-NORTH,57,DELIVERED,8
2024-06-23,SKU-007,WH-SOUTH,70,DELIVERED,3
2024-06-23,SKU-008,WH-WEST,66,DELIVERED,9
2024-06-23,SKU-010,WH-WEST,50,DELIVERED,3
2024-06-24,SKU-002,WH-NORTH,82,DELIVERED,8
2024-06-24,SKU-003,WH-SOUTH,16,DELIVERED,9
2024-06-24,SKU-004,WH-EAST,45,DELIVERED,6
2024-06-24,SKU-005,WH-NORTH,85,DELIVERED,2
2024-06-24,SKU-006,WH-WEST,30,DELIVERED,2
2024-06-24,SKU-007,WH-NORTH,54,DELIVERED,3
2024-06-24,SKU-008,WH-EAST,90,DELIVERED,9
2024-06-24,SKU-009,WH-SOUTH,26,DELIVERED,8
2024-06-24,SKU-010,WH-WEST,65,DELIVERED,2
2024-06-25,SKU-001,WH-WEST,87,DELIVERED,9
2024-06-25,SKU-002,WH-WEST,22,DELIVERED,7
2024-06-25,SKU-003,WH-NORTH,95,DELIVERED,2
2024-06-25,SKU-005,WH-NORTH,69,DELIVERED,8
2024-06-25,SKU-006,WH-SOUTH,78,DELIVERED,4
2024-06-25,SKU-007,WH-NORTH,22,DELIVERED,9
2024-06-25,SKU-009,WH-NORTH,88,DELIVERED,7
2024-06-26,SKU-002,WH-NORTH,41,DELIVERED,7
2024-06-26,SKU-004,WH-NORTH,69,DELIVERED,3
2024-06-26,SKU-007,WH-NORTH,77,DELIVERED,4
2024-06-26,SKU-009,WH-NORTH,56,DELIVERED,6
2024-06-27,SKU-001,WH-WEST,53,DELIVERED,4
2024-06-27,SKU-002,WH-NORTH,57,DELIVERED,3
2024-06-27,SKU-003,WH-NORTH,55,DELIVERED,6
2024-06-27,SKU-004,WH-WEST,79,DELIVERED,7
2024-06-27,SKU-005,WH-EAST,52,DELIVERED,9
2024-06-27,SKU-006,WH-EAST,32,DELIVERED,7
2024-06-27,SKU-007,WH-NORTH,54,DELIVERED,7
2024-06-27,SKU-008,WH-EAST,28,DELIVERED,2
2024-06-27,SKU-009,WH-NORTH,86,DELIVERED,2
2024-06-27,SKU-010,WH-EAST,79,DELIVERED,6
2024-06-28,SKU-001,WH-WEST,35,DELIVERED,8
2024-06-28,SKU-002,WH-WEST,19,DELIVERED,7
2024-06-28,SKU-003,WH-EAST,74,DELIVERED,3
2024-06-28,SKU-005,WH-EAST,77,DELIVERED,8
2024-06-28,SKU-006,WH-EAST,73,DELIVERED,4
2024-06-28,SKU-007,WH-SOUTH,37,DELIVERED,4
2024-06-28,SKU-008,WH-EAST,46,DELIVERED,3
2024-06-28,SKU-009,WH-SOUTH,89,DELIVERED,9
2024-06-28,SKU-010,WH-NORTH,97,DELIVERED,2
2024-06-29,SKU-001,WH-WEST,34,DELIVERED,8
2024-06-29,SKU-004,WH-SOUTH,60,DELIVERED,6
2024-06-29,SKU-007,WH-SOUTH,31,DELIVERED,2
2024-06-29,SKU-009,WH-NORTH,21,DELIVERED,6
2024-06-29,SKU-010,WH-SOUTH,21,DELIVERED,8
2024-06-30,SKU-001,WH-SOUTH,55,DELIVERED,4
2024-06-30,SKU-002,WH-EAST,81,DELIVERED,4
2024-06-30,SKU-003,WH-NORTH,17,DELIVERED,2
2024-06-30,SKU-004,WH-EAST,94,DELIVERED,3
2024-06-30,SKU-005,WH-NORTH,22,DELIVERED,6
2024-06-30,SKU-006,WH-SOUTH,83,DELIVERED,5
2024-06-30,SKU-007,WH-WEST,16,DELIVERED,3
2024-06-30,SKU-008,WH-WEST,21,DELIVERED,7
2024-06-30,SKU-010,WH-NORTH,29,DELIVERED,8
2024-07-01,SKU-001,WH-NORTH,36,DELIVERED,4
2024-07-01,SKU-005,WH-WEST,83,DELIVERED,9
2024-07-01,SKU-007,WH-EAST,63,DELIVERED,2
2024-07-01,SKU-008,WH-EAST,80,DELIVERED,3
2024-07-01,SKU-009,WH-SOUTH,17,DELIVERED,4
2024-07-01,SKU-010,WH-SOUTH,79,DELIVERED,2
2024-07-02,SKU-001,WH-WEST,42,DELIVERED,7
2024-07-02,SKU-003,WH-SOUTH,52,DELIVERED,7
2024-07-02,SKU-004,WH-EAST,68,DELIVERED,5
2024-07-02,SKU-005,WH-EAST,63,DELIVERED,2
2024-07-02,SKU-006,WH-SOUTH,29,DELIVERED,2
2024-07-02,SKU-008,WH-SOUTH,84,DELIVERED,5
2024-07-02,SKU-009,WH-SOUTH,53,DELIVERED,4
2024-07-02,SKU-010,WH-WEST,53,DELIVERED,6
2024-07-03,SKU-001,WH-WEST,58,DELIVERED,9
2024-07-03,SKU-002,WH-NORTH,97,DELIVERED,6
2024-07-03,SKU-003,WH-EAST,16,DELIVERED,6
2024-07-03,SKU-004,WH-WEST,85,DELIVERED,5
2024-07-03,SKU-005,WH-WEST,78,DELIVERED,7
2024-07-03,SKU-006,WH-NORTH,81,DELIVERED,5
2024-07-03,SKU-007,WH-EAST,52,DELIVERED,2
2024-07-03,SKU-008,WH-NORTH,78,DELIVERED,6
2024-07-03,SKU-009,WH-NORTH,62,DELIVERED,3
2024-07-03,SKU-010,WH-NORTH,47,DELIVERED,3
2024-07-04,SKU-001,WH-EAST,11,DELIVERED,4
2024-07-04,SKU-002,WH-WEST,23,DELIVERED,2
2024-07-04,SKU-004,WH-WEST,98,DELIVERED,8
2024-07-04,SKU-005,WH-WEST,89,DELIVERED,4
2024-07-04,SKU-006,WH-EAST,33,DELIVERED,8
2024-07-04,SKU-007,WH-SOUTH,70,DELIVERED,6
2024-07-04,SKU-009,WH-EAST,75,DELIVERED,4
2024-07-04,SKU-010,WH-EAST,11,DELIVERED,5
2024-07-05,SKU-001,WH-WEST,72,DELIVERED,6
2024-07-05,SKU-002,WH-SOUTH,32,DELIVERED,3
2024-07-05,SKU-003,WH-EAST,37,DELIVERED,4
2024-07-05,SKU-004,WH-EAST,52,DELIVERED,6
2024-07-05,SKU-005,WH-WEST,11,DELIVERED,3
2024-07-05,SKU-007,WH-NORTH,61,DELIVERED,3
2024-07-05,SKU-008,WH-NORTH,99,DELIVERED,6
2024-07-05,SKU-010,WH-EAST,78,DELIVERED,6
2024-07-06,SKU-001,WH-SOUTH,73,DELIVERED,2
2024-07-06,SKU-002,WH-NORTH,38,DELIVERED,5
2024-07-06,SKU-005,WH-SOUTH,57,DELIVERED,6
2024-07-06,SKU-008,WH-EAST,54,DELIVERED,4
2024-07-06,SKU-009,WH-WEST,25,DELIVERED,9
2024-07-06,SKU-010,WH-EAST,12,DELIVERED,7
2024-07-07,SKU-001,WH-WEST,61,DELIVERED,9
2024-07-07,SKU-004,WH-WEST,72,DELIVERED,2
2024-07-07,SKU-005,WH-EAST,20,DELIVERED,9
2024-07-07,SKU-007,WH-SOUTH,53,DELIVERED,4
2024-07-07,SKU-009,WH-EAST,12,DELIVERED,7
2024-07-08,SKU-002,WH-SOUTH,42,DELIVERED,2
2024-07-08,SKU-003,WH-SOUTH,33,DELIVERED,3
2024-07-08,SKU-004,WH-SOUTH,18,DELIVERED,4
2024-07-08,SKU-005,WH-SOUTH,78,DELIVERED,9
2024-07-08,SKU-006,WH-WEST,88,DELIVERED,3
2024-07-08,SKU-007,WH-WEST,66,DELIVERED,6
2024-07-08,SKU-008,WH-EAST,94,DELIVERED,6
2024-07-08,SKU-010,WH-NORTH,64,DELIVERED,2
2024-07-09,SKU-001,WH-WEST,18,DELIVERED,8
2024-07-09,SKU-002,WH-EAST,13,DELIVERED,6
2024-07-09,SKU-004,WH-EAST,52,DELIVERED,2
2024-07-09,SKU-005,WH-SOUTH,22,DELIVERED,8
2024-07-09,SKU-008,WH-EAST,92,DELIVERED,6
2024-07-09,SKU-009,WH-EAST,99,DELIVERED,3
2024-07-09,SKU-010,WH-EAST,29,DELIVERED,4
2024-07-10,SKU-002,WH-SOUTH,90,DELIVERED,8
2024-07-10,SKU-004,WH-EAST,20,DELIVERED,9
2024-07-10,SKU-005,WH-SOUTH,91,DELIVERED,8
2024-07-10,SKU-008,WH-EAST,74,DELIVERED,2
2024-07-10,SKU-009,WH-WEST,32,DELIVERED,7
2024-07-10,SKU-010,WH-NORTH,54,DELIVERED,3
2024-07-11,SKU-002,WH-NORTH,10,DELIVERED,5
2024-07-11,SKU-003,WH-WEST,86,DELIVERED,8
2024-07-11,SKU-004,WH-WEST,40,DELIVERED,5
2024-07-11,SKU-005,WH-NORTH,61,DELIVERED,5
2024-07-11,SKU-007,WH-SOUTH,47,DELIVERED,2
2024-07-11,SKU-008,WH-WEST,70,DELIVERED,7
2024-07-11,SKU-010,WH-SOUTH,14,DELIVERED,2
2024-07-12,SKU-001,WH-WEST,33,DELIVERED,4
2024-07-12,SKU-002,WH-NORTH,89,DELIVERED,8
2024-07-12,SKU-003,WH-WEST,92,DELIVERED,2
2024-07-12,SKU-005,WH-SOUTH,25,DELIVERED,2
2024-07-12,SKU-008,WH-WEST,98,DELIVERED,4
2024-07-12,SKU-009,WH-SOUTH,85,DELIVERED,5
2024-07-12,SKU-010,WH-WEST,56,DELIVERED,5
2024-07-13,SKU-001,WH-WEST,85,DELIVERED,5
2024-07-13,SKU-005,WH-WEST,53,DELIVERED,2
2024-07-13,SKU-006,WH-EAST,83,DELIVERED,6
2024-07-13,SKU-007,WH-EAST,75,DELIVERED,7
2024-07-13,SKU-008,WH-SOUTH,49,DELIVERED,5
2024-07-14,SKU-001,WH-NORTH,32,DELIVERED,9
2024-07-14,SKU-003,WH-NORTH,71,DELIVERED,8
2024-07-14,SKU-004,WH-NORTH,67,DELIVERED,3
2024-07-14,SKU-005,WH-EAST,53,DELIVERED,4
2024-07-14,SKU-007,WH-SOUTH,90,DELIVERED,2
2024-07-14,SKU-008,WH-SOUTH,13,DELIVERED,6
2024-07-14,SKU-009,WH-NORTH,17,DELIVERED,6
2024-07-14,SKU-010,WH-WEST,43,DELIVERED,2
2024-07-15,SKU-001,WH-SOUTH,36,DELIVERED,9
2024-07-15,SKU-002,WH-WEST,85,DELIVERED,8
2024-07-15,SKU-004,WH-WEST,28,DELIVERED,9
2024-07-15,SKU-005,WH-EAST,60,DELIVERED,2
2024-07-15,SKU-006,WH-SOUTH,57,DELIVERED,5
2024-07-15,SKU-007,WH-SOUTH,58,DELIVERED,2
2024-07-15,SKU-010,WH-EAST,38,DELIVERED,6
2024-07-16,SKU-003,WH-NORTH,33,DELIVERED,3
2024-07-16,SKU-004,WH-NORTH,80,DELIVERED,9
2024-07-16,SKU-006,WH-NORTH,42,DELIVERED,9
2024-07-16,SKU-007,WH-WEST,95,DELIVERED,9
2024-07-16,SKU-008,WH-NORTH,22,DELIVERED,6
2024-07-16,SKU-009,WH-WEST,69,DELIVERED,2
2024-07-16,SKU-010,WH-NORTH,83,DELIVERED,2
2024-07-17,SKU-001,WH-SOUTH,82,DELIVERED,6
2024-07-17,SKU-006,WH-NORTH,16,DELIVERED,4
2024-07-17,SKU-008,WH-EAST,47,DELIVERED,6
2024-07-18,SKU-001,WH-NORTH,86,DELIVERED,6
2024-07-18,SKU-002,WH-NORTH,73,DELIVERED,3
2024-07-18,SKU-003,WH-NORTH,96,DELIVERED,7
2024-07-18,SKU-004,WH-EAST,99,DELIVERED,9
2024-07-18,SKU-006,WH-NORTH,73,DELIVERED,9
2024-07-18,SKU-007,WH-NORTH,10,DELIVERED,9
2024-07-18,SKU-009,WH-WEST,69,DELIVERED,9
2024-07-18,SKU-010,WH-EAST,61,DELIVERED,6
2024-07-19,SKU-001,WH-EAST,75,DELIVERED,8
2024-07-19,SKU-005,WH-NORTH,32,DELIVERED,9
2024-07-19,SKU-006,WH-EAST,24,DELIVERED,9
2024-07-19,SKU-007,WH-WEST,98,DELIVERED,8
2024-07-19,SKU-009,WH-EAST,90,DELIVERED,7
2024-07-19,SKU-010,WH-EAST,31,DELIVERED,4
2024-07-20,SKU-001,WH-WEST,74,DELIVERED,2
2024-07-20,SKU-002,WH-WEST,31,DELIVERED,3
2024-07-20,SKU-003,WH-SOUTH,52,DELIVERED,6
2024-07-20,SKU-006,WH-NORTH,48,DELIVERED,9
2024-07-20,SKU-007,WH-WEST,62,DELIVERED,6
2024-07-20,SKU-010,WH-WEST,17,DELIVERED,9
2024-07-21,SKU-002,WH-EAST,96,DELIVERED,9
2024-07-21,SKU-004,WH-NORTH,64,DELIVERED,5
2024-07-21,SKU-006,WH-SOUTH,56,DELIVERED,4
2024-07-21,SKU-008,WH-WEST,83,DELIVERED,2
2024-07-21,SKU-009,WH-EAST,72,DELIVERED,8
2024-07-21,SKU-010,WH-NORTH,29,DELIVERED,3
2024-07-22,SKU-002,WH-EAST,19,DELIVERED,8
2024-07-22,SKU-003,WH-SOUTH,90,DELIVERED,3
2024-07-22,SKU-004,WH-NORTH,63,DELIVERED,2
2024-07-22,SKU-005,WH-WEST,73,DELIVERED,9
2024-07-22,SKU-007,WH-WEST,18,DELIVERED,4
2024-07-22,SKU-008,WH-SOUTH,11,DELIVERED,8
2024-07-22,SKU-009,WH-NORTH,30,DELIVERED,7
2024-07-22,SKU-010,WH-EAST,43,DELIVERED,3
2024-07-23,SKU-001,WH-EAST,54,DELIVERED,2
2024-07-23,SKU-005,WH-SOUTH,82,DELIVERED,8
2024-07-23,SKU-009,WH-EAST,58,DELIVERED,4
2024-07-23,SKU-010,WH-WEST,15,DELIVERED,8
2024-07-24,SKU-001,WH-WEST,70,DELIVERED,2
2024-07-24,SKU-003,WH-SOUTH,77,DELIVERED,9
2024-07-24,SKU-004,WH-WEST,73,DELIVERED,3
2024-07-24,SKU-006,WH-EAST,47,DELIVERED,4
2024-07-24,SKU-007,WH-EAST,19,DELIVERED,9
2024-07-24,SKU-010,WH-EAST,17,DELIVERED,9
2024-07-25,SKU-001,WH-WEST,86,DELIVERED,5
2024-07-25,SKU-002,WH-EAST,46,DELIVERED,4
2024-07-25,SKU-003,WH-EAST,72,DELIVERED,5
2024-07-25,SKU-004,WH-WEST,25,DELIVERED,2
2024-07-25,SKU-005,WH-SOUTH,12,DELIVERED,2
2024-07-25,SKU-006,WH-SOUTH,98,DELIVERED,2
2024-07-25,SKU-007,WH-SOUTH,84,DELIVERED,8
2024-07-25,SKU-008,WH-NORTH,22,DELIVERED,7
2024-07-25,SKU-009,WH-WEST,32,DELIVERED,9
2024-07-26,SKU-002,WH-SOUTH,18,DELIVERED,4
2024-07-26,SKU-003,WH-WEST,76,DELIVERED,4
2024-07-26,SKU-004,WH-WEST,74,DELIVERED,8
2024-07-26,SKU-005,WH-EAST,91,DELIVERED,4
2024-07-26,SKU-006,WH-SOUTH,98,DELIVERED,6
2024-07-26,SKU-007,WH-EAST,77,DELIVERED,7
2024-07-26,SKU-008,WH-NORTH,78,DELIVERED,2
2024-07-26,SKU-009,WH-EAST,10,DELIVERED,4
2024-07-26,SKU-010,WH-WEST,32,DELIVERED,8
2024-07-27,SKU-001,WH-NORTH,94,DELIVERED,6
2024-07-27,SKU-003,WH-NORTH,88,DELIVERED,2
2024-07-27,SKU-004,WH-EAST,56,DELIVERED,3
2024-07-27,SKU-005,WH-EAST,71,DELIVERED,7
2024-07-27,SKU-007,WH-WEST,15,DELIVERED,6
2024-07-27,SKU-008,WH-EAST,17,DELIVERED,3
2024-07-27,SKU-009,WH-NORTH,68,DELIVERED,9
2024-07-27,SKU-010,WH-SOUTH,82,DELIVERED,6
2024-07-28,SKU-002,WH-WEST,54,DELIVERED,2
2024-07-28,SKU-003,WH-NORTH,45,DELIVERED,2
2024-07-28,SKU-004,WH-WEST,91,DELIVERED,7
2024-07-28,SKU-005,WH-WEST,67,DELIVERED,7
2024-07-28,SKU-009,WH-EAST,18,DELIVERED,9
2024-07-29,SKU-001,WH-NORTH,62,DELIVERED,4
2024-07-29,SKU-004,WH-SOUTH,60,DELIVERED,8
2024-07-29,SKU-005,WH-EAST,45,DELIVERED,8
2024-07-29,SKU-007,WH-EAST,84,DELIVERED,2
2024-07-29,SKU-008,WH-EAST,54,DELIVERED,2
2024-07-29,SKU-009,WH-WEST,95,DELIVERED,5
2024-07-29,SKU-010,WH-WEST,34,DELIVERED,9
2024-07-30,SKU-001,WH-WEST,94,DELIVERED,7
2024-07-30,SKU-002,WH-WEST,59,DELIVERED,6
2024-07-30,SKU-004,WH-EAST,66,DELIVERED,5
2024-07-30,SKU-005,WH-SOUTH,69,DELIVERED,6
2024-07-30,SKU-006,WH-WEST,89,DELIVERED,2
2024-07-30,SKU-008,WH-SOUTH,32,DELIVERED,2
2024-07-30,SKU-009,WH-EAST,37,DELIVERED,9
2024-07-31,SKU-003,WH-SOUTH,95,DELIVERED,5
2024-07-31,SKU-005,WH-NORTH,13,DELIVERED,5
2024-07-31,SKU-007,WH-EAST,22,DELIVERED,6
2024-07-31,SKU-008,WH-NORTH,32,DELIVERED,3
2024-07-31,SKU-010,WH-SOUTH,41,DELIVERED,6
2024-08-01,SKU-002,WH-WEST,65,DELIVERED,8
2024-08-01,SKU-003,WH-NORTH,79,DELIVERED,7
2024-08-01,SKU-004,WH-EAST,48,DELIVERED,9
2024-08-01,SKU-005,WH-WEST,64,DELIVERED,9
2024-08-01,SKU-006,WH-WEST,25,DELIVERED,6
2024-08-01,SKU-007,WH-NORTH,76,DELIVERED,9
2024-08-01,SKU-008,WH-NORTH,17,DELIVERED,2
2024-08-01,SKU-009,WH-SOUTH,72,DELIVERED,7
2024-08-01,SKU-010,WH-NORTH,59,DELIVERED,5
2024-08-02,SKU-001,WH-SOUTH,52,DELIVERED,2
2024-08-02,SKU-003,WH-SOUTH,36,DELIVERED,5
2024-08-02,SKU-005,WH-SOUTH,84,DELIVERED,6
2024-08-02,SKU-007,WH-NORTH,95,DELIVERED,8
2024-08-02,SKU-008,WH-WEST,83,DELIVERED,8
2024-08-02,SKU-009,WH-NORTH,95,DELIVERED,3
2024-08-02,SKU-010,WH-WEST,96,DELIVERED,5
2024-08-03,SKU-001,WH-WEST,61,DELIVERED,6
2024-08-03,SKU-002,WH-SOUTH,72,DELIVERED,5
2024-08-03,SKU-003,WH-WEST,52,DELIVERED,7
2024-08-03,SKU-004,WH-EAST,90,DELIVERED,8
2024-08-03,SKU-005,WH-WEST,92,DELIVERED,2
2024-08-03,SKU-006,WH-NORTH,37,DELIVERED,2
2024-08-03,SKU-007,WH-WEST,10,DELIVERED,5
2024-08-03,SKU-008,WH-SOUTH,16,DELIVERED,4
2024-08-03,SKU-009,WH-NORTH,92,DELIVERED,3
2024-08-04,SKU-001,WH-EAST,85,DELIVERED,5
2024-08-04,SKU-003,WH-EAST,20,DELIVERED,2
2024-08-04,SKU-004,WH-EAST,82,DELIVERED,8
2024-08-04,SKU-006,WH-NORTH,67,DELIVERED,8
2024-08-04,SKU-009,WH-NORTH,13,DELIVERED,6
2024-08-04,SKU-010,WH-NORTH,18,DELIVERED,5
2024-08-05,SKU-001,WH-SOUTH,12,DELIVERED,8
2024-08-05,SKU-003,WH-NORTH,40,DELIVERED,5
2024-08-05,SKU-005,WH-WEST,18,DELIVERED,7
2024-08-05,SKU-006,WH-WEST,11,DELIVERED,2
2024-08-05,SKU-007,WH-NORTH,96,DELIVERED,9
2024-08-05,SKU-009,WH-WEST,24,DELIVERED,7
2024-08-05,SKU-010,WH-EAST,85,DELIVERED,8
2024-08-06,SKU-001,WH-WEST,84,DELIVERED,4
2024-08-06,SKU-002,WH-SOUTH,60,DELIVERED,7
2024-08-06,SKU-003,WH-NORTH,31,DELIVERED,6
2024-08-06,SKU-004,WH-EAST,53,DELIVERED,4
2024-08-06,SKU-005,WH-WEST,32,DELIVERED,5
2024-08-06,SKU-007,WH-NORTH,55,DELIVERED,9
2024-08-06,SKU-008,WH-SOUTH,94,DELIVERED,4
2024-08-06,SKU-010,WH-SOUTH,59,DELIVERED,4
2024-08-07,SKU-001,WH-WEST,24,DELIVERED,3
2024-08-07,SKU-002,WH-WEST,61,DELIVERED,3
2024-08-07,SKU-006,WH-SOUTH,95,DELIVERED,8
2024-08-07,SKU-008,WH-WEST,44,DELIVERED,5
2024-08-07,SKU-010,WH-WEST,96,DELIVERED,3
2024-08-08,SKU-001,WH-NORTH,34,DELIVERED,4
2024-08-08,SKU-002,WH-EAST,34,DELIVERED,8
2024-08-08,SKU-005,WH-SOUTH,56,DELIVERED,4
2024-08-08,SKU-006,WH-NORTH,39,DELIVERED,8
2024-08-08,SKU-008,WH-SOUTH,23,DELIVERED,3
2024-08-08,SKU-010,WH-SOUTH,20,DELIVERED,4
2024-08-09,SKU-001,WH-EAST,10,DELIVERED,5
2024-08-09,SKU-002,WH-EAST,28,DELIVERED,3
2024-08-09,SKU-004,WH-WEST,79,DELIVERED,8
2024-08-09,SKU-005,WH-SOUTH,83,DELIVERED,4
2024-08-09,SKU-006,WH-SOUTH,63,DELIVERED,4
2024-08-09,SKU-007,WH-NORTH,18,DELIVERED,4
2024-08-09,SKU-008,WH-NORTH,88,DELIVERED,9
2024-08-09,SKU-010,WH-WEST,91,DELIVERED,2
2024-08-10,SKU-002,WH-EAST,48,DELIVERED,4
2024-08-10,SKU-003,WH-EAST,28,DELIVERED,2
2024-08-10,SKU-004,WH-EAST,44,DELIVERED,5
2024-08-10,SKU-005,WH-WEST,15,DELIVERED,4
2024-08-10,SKU-006,WH-WEST,27,DELIVERED,3
2024-08-10,SKU-007,WH-EAST,26,DELIVERED,9
2024-08-10,SKU-008,WH-SOUTH,12,DELIVERED,9
2024-08-10,SKU-009,WH-EAST,74,DELIVERED,8
2024-08-10,SKU-010,WH-SOUTH,48,DELIVERED,2
2024-08-11,SKU-001,WH-EAST,10,DELIVERED,4
2024-08-11,SKU-002,WH-NORTH,67,DELIVERED,6
2024-08-11,SKU-005,WH-EAST,72,DELIVERED,5
2024-08-11,SKU-006,WH-WEST,79,DELIVERED,3
2024-08-11,SKU-007,WH-NORTH,94,DELIVERED,7
2024-08-11,SKU-009,WH-EAST,72,DELIVERED,2
2024-08-11,SKU-010,WH-SOUTH,50,DELIVERED,4
2024-08-12,SKU-003,WH-WEST,89,DELIVERED,7
2024-08-12,SKU-004,WH-NORTH,57,DELIVERED,2
2024-08-12,SKU-005,WH-WEST,22,DELIVERED,9
2024-08-12,SKU-006,WH-SOUTH,58,DELIVERED,5
2024-08-12,SKU-007,WH-EAST,85,DELIVERED,5
2024-08-12,SKU-008,WH-NORTH,13,DELIVERED,5
2024-08-12,SKU-009,WH-SOUTH,37,DELIVERED,6
2024-08-12,SKU-010,WH-EAST,84,DELIVERED,3
2024-08-13,SKU-001,WH-EAST,32,DELIVERED,4
2024-08-13,SKU-002,WH-SOUTH,20,DELIVERED,2
2024-08-13,SKU-003,WH-NORTH,73,DELIVERED,5
2024-08-13,SKU-005,WH-WEST,14,DELIVERED,6
2024-08-13,SKU-006,WH-EAST,39,DELIVERED,6
2024-08-13,SKU-007,WH-SOUTH,13,DELIVERED,2
2024-08-13,SKU-008,WH-EAST,89,DELIVERED,7
2024-08-13,SKU-010,WH-WEST,17,DELIVERED,6
2024-08-14,SKU-002,WH-SOUTH,74,DELIVERED,8
2024-08-14,SKU-003,WH-SOUTH,92,DELIVERED,2
2024-08-14,SKU-004,WH-EAST,55,DELIVERED,3
2024-08-14,SKU-006,WH-WEST,14,DELIVERED,7
2024-08-14,SKU-007,WH-NORTH,61,DELIVERED,5
2024-08-14,SKU-008,WH-EAST,19,DELIVERED,9
2024-08-14,SKU-010,WH-EAST,48,DELIVERED,7
2024-08-15,SKU-001,WH-SOUTH,87,DELIVERED,9
2024-08-15,SKU-002,WH-WEST,50,DELIVERED,5
2024-08-15,SKU-003,WH-WEST,20,DELIVERED,5
2024-08-15,SKU-004,WH-SOUTH,90,DELIVERED,9
2024-08-15,SKU-006,WH-NORTH,94,DELIVERED,2
2024-08-15,SKU-008,WH-WEST,14,DELIVERED,6
2024-08-15,SKU-009,WH-EAST,37,DELIVERED,7
2024-08-15,SKU-010,WH-WEST,52,DELIVERED,6
2024-08-16,SKU-002,WH-NORTH,31,DELIVERED,8
2024-08-16,SKU-004,WH-NORTH,72,DELIVERED,9
2024-08-16,SKU-005,WH-NORTH,27,DELIVERED,9
2024-08-16,SKU-007,WH-SOUTH,65,DELIVERED,5
2024-08-16,SKU-008,WH-NORTH,90,DELIVERED,6
2024-08-16,SKU-010,WH-EAST,44,DELIVERED,5
2024-08-17,SKU-001,WH-SOUTH,32,DELIVERED,5
2024-08-17,SKU-002,WH-WEST,40,DELIVERED,5
2024-08-17,SKU-004,WH-EAST,66,DELIVERED,7
2024-08-17,SKU-005,WH-EAST,17,DELIVERED,5
2024-08-17,SKU-006,WH-EAST,40,DELIVERED,3
2024-08-17,SKU-008,WH-NORTH,71,DELIVERED,9
2024-08-17,SKU-009,WH-WEST,69,DELIVERED,8
2024-08-17,SKU-010,WH-EAST,39,DELIVERED,2
2024-08-18,SKU-002,WH-SOUTH,79,DELIVERED,8
2024-08-18,SKU-003,WH-SOUTH,98,DELIVERED,8
2024-08-18,SKU-005,WH-NORTH,86,DELIVERED,9
2024-08-18,SKU-006,WH-NORTH,87,DELIVERED,3
2024-08-18,SKU-007,WH-NORTH,57,DELIVERED,9
2024-08-18,SKU-009,WH-EAST,62,DELIVERED,6
2024-08-19,SKU-001,WH-EAST,83,DELIVERED,4
2024-08-19,SKU-002,WH-NORTH,53,DELIVERED,8
2024-08-19,SKU-003,WH-SOUTH,74,DELIVERED,2
2024-08-19,SKU-004,WH-WEST,28,DELIVERED,9
2024-08-19,SKU-005,WH-SOUTH,68,DELIVERED,2
2024-08-19,SKU-006,WH-SOUTH,73,DELIVERED,3
2024-08-19,SKU-007,WH-NORTH,70,DELIVERED,6
2024-08-19,SKU-008,WH-WEST,72,DELIVERED,5
2024-08-19,SKU-009,WH-SOUTH,29,DELIVERED,3
2024-08-19,SKU-010,WH-SOUTH,86,DELIVERED,3
2024-08-20,SKU-001,WH-WEST,39,DELIVERED,7
2024-08-20,SKU-002,WH-EAST,82,DELIVERED,6
2024-08-20,SKU-003,WH-EAST,86,DELIVERED,4
2024-08-20,SKU-004,WH-EAST,39,DELIVERED,3
2024-08-20,SKU-005,WH-SOUTH,63,DELIVERED,5
2024-08-20,SKU-007,WH-SOUTH,58,DELIVERED,2
2024-08-20,SKU-008,WH-SOUTH,27,DELIVERED,8
2024-08-20,SKU-009,WH-NORTH,69,DELIVERED,6
2024-08-20,SKU-010,WH-WEST,31,DELIVERED,5
2024-08-21,SKU-001,WH-SOUTH,39,DELIVERED,3
2024-08-21,SKU-002,WH-WEST,10,DELIVERED,8
2024-08-21,SKU-003,WH-WEST,25,DELIVERED,3
2024-08-21,SKU-007,WH-SOUTH,50,DELIVERED,4
2024-08-21,SKU-008,WH-SOUTH,77,DELIVERED,5
2024-08-22,SKU-001,WH-NORTH,87,DELIVERED,5
2024-08-22,SKU-004,WH-SOUTH,60,DELIVERED,8
2024-08-22,SKU-006,WH-WEST,83,DELIVERED,5
2024-08-22,SKU-007,WH-EAST,92,DELIVERED,2
2024-08-22,SKU-010,WH-SOUTH,72,DELIVERED,6
